uid,title,genre,popularity,ranked,score
2924,ef: A Tale of Memories.,"['Mystery', 'Drama', 'Romance']",534,580.0,8.0
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"['Fantasy', 'Romance', 'Shoujo']",2719,579.0,8.0
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']",910,578.0,8.0
34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",4460,577.0,8.01
30279,Yuru Yuri San☆Hai!,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']",1310,576.0,8.01
37786,Yagate Kimi ni Naru,"['Romance', 'School', 'Shoujo Ai']",900,575.0,8.01
31098,Ushio to Tora (TV) 2nd Season,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",1282,574.0,8.01
2618,Takarajima,"['Adventure', 'Mystery', 'Historical', 'Drama']",4101,573.0,8.01
20815,Sekaiichi Hatsukoi: Valentine-hen,"['Romance', 'Comedy', 'Shounen Ai']",2854,572.0,8.01
957,Saiunkoku Monogatari,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']",1485,571.0,8.01
2159,Ookiku Furikabutte,"['Comedy', 'Seinen', 'Sports']",1474,570.0,8.01
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",3624,569.0,8.01
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",1826,568.0,8.01
10721,Mawaru Penguindrum,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']",482,566.0,8.01
36563,Megalo Box,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']",413,567.0,8.01
6774,Kuuchuu Buranko,"['Comedy', 'Psychological', 'Drama', 'Seinen']",1582,565.0,8.01
427,Kaleido Star,"['Comedy', 'Sports', 'Drama', 'Fantasy', 'Shoujo']",1655,564.0,8.01
2829,Ie Naki Ko Remy,"['Adventure', 'Slice of Life', 'Historical', 'Drama']",3933,563.0,8.01
29093,Grisaia no Meikyuu: Caprice no Mayu 0,['Drama'],793,562.0,8.01
10643,Gintama: Dai Hanseikai,"['Action', 'Comedy', 'Parody', 'Samurai']",2922,560.0,8.01
31339,Drifters,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']",299,557.0,8.01
73,Full Metal Panic! The Second Raid,"['Action', 'Military', 'Mecha']",520,559.0,8.01
6438,Detective Conan OVA 09: The Stranger in 10 Years...,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",3683,556.0,8.01
23983,Fuichin-san,"['Drama', 'Historical', 'Kids', 'Shoujo']",11929,558.0,8.01
29893,Aria The Avvenire,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",3441,555.0,8.01
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,"['Music', 'Sports']",2374,554.0,8.02
4106,Trigun: Badlands Rumble,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",1117,553.0,8.02
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Action', 'Comedy', 'Sports']",2647,552.0,8.02
995,Tennis no Ouji-sama: Zenkoku Taikai-hen,"['Action', 'Comedy', 'Sports', 'Shounen']",2377,551.0,8.02
16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,"['Comedy', 'School', 'Shounen']",3497,550.0,8.02
339,Serial Experiments Lain,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",241,549.0,8.02
15689,Nekomonogatari: Kuro,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",296,548.0,8.02
1089,Macross: Do You Remember Love?,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",2506,547.0,8.02
40211,Luo Xiao Hei Zhan Ji (Movie),"['Drama', 'Supernatural']",9257,546.0,8.03
7711,Karigurashi no Arrietty,['Fantasy'],644,545.0,8.02
10080,Kami nomi zo Shiru Sekai II,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']",348,544.0,8.02
27989,Hibike! Euphonium,"['Music', 'School', 'Drama']",378,543.0,8.02
7338,Darker than Black: Kuro no Keiyakusha Gaiden,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",552,541.0,8.02
15,Eyeshield 21,"['Action', 'Sports', 'Comedy', 'Shounen']",888,542.0,8.02
66,Azumanga Daioh,"['Slice of Life', 'Comedy', 'School']",450,540.0,8.02
11113,Usagi Drop Specials,"['Josei', 'Slice of Life']",1816,539.0,8.03
2154,Tekkon Kinkreet,"['Action', 'Adventure', 'Psychological', 'Supernatural']",1440,538.0,8.03
28297,Ore Monogatari!!,"['Comedy', 'Romance', 'Shoujo']",239,537.0,8.03
30885,Noragami Aragoto OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",783,536.0,8.03
31251,Mobile Suit Gundam: Iron-Blooded Orphans,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",876,535.0,8.03
33489,Little Witch Academia (TV),"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']",283,534.0,8.03
416,Kurenai no Buta,"['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']",904,533.0,8.03
5678,Kobato.,"['Comedy', 'Drama', 'Romance', 'Fantasy']",914,532.0,8.03
9996,Hyouge Mono,"['Historical', 'Samurai', 'Seinen']",3325,531.0,8.03
645,Hikaru no Go: Hokuto Hai e no Michi,"['Game', 'Shounen']",3316,530.0,8.03
21877,High Score Girl,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",1101,529.0,8.03
122,Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",1353,527.0,8.03
35968,Wotaku ni Koi wa Muzukashii,"['Comedy', 'Romance', 'Slice of Life']",315,524.0,8.04
77,Mahou Shoujo Lyrical Nanoha A's,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",1825,523.0,8.04
31741,Magi: Sinbad no Bouken (TV),"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",446,522.0,8.04
11739,Kimi to Boku. 2,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",1608,521.0,8.04
934,Higurashi no Naku Koro ni,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']",118,519.0,8.04
18661,Kamisama Hajimemashita OVA,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",1516,520.0,8.04
21855,Hanamonogatari,"['Mystery', 'Comedy', 'Supernatural']",397,518.0,8.04
268,Golden Boy,"['Adventure', 'Comedy', 'Ecchi']",545,517.0,8.04
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",1583,516.0,8.05
29803,Overlord,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']",65,515.0,8.05
24997,Love Live! The School Idol Movie,"['Music', 'School', 'Slice of Life']",1318,514.0,8.05
17265,Log Horizon,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",69,513.0,8.05
4814,Junjou Romantica 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",903,512.0,8.05
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Slice of Life', 'Fantasy']",1866,511.0,8.06
26213,Free!: Eternal Summer - Kindan no All Hard!,"['Comedy', 'School', 'Slice of Life']",1653,510.0,8.05
37435,Carole & Tuesday,"['Drama', 'Music', 'Sci-Fi']",824,509.0,8.05
14075,Zetsuen no Tempest,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']",198,508.0,8.06
21647,Tamako Love Story,"['Comedy', 'Romance', 'Slice of Life']",636,505.0,8.06
9204,Omae Umasou da na,"['Action', 'Adventure', 'Fantasy', 'Kids']",4127,502.0,8.06
5682,Phantom: Requiem for the Phantom,"['Action', 'Drama', 'Seinen', 'Thriller']",436,504.0,8.06
10049,Nurarihyon no Mago: Sennen Makyou,"['Action', 'Demons', 'Shounen', 'Supernatural']",968,501.0,8.06
14807,Kara no Kyoukai: Mirai Fukuin,"['Drama', 'Mystery', 'Seinen', 'Supernatural']",1500,499.0,8.06
1530,Kanon (2006),"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",508,498.0,8.06
33970,Girls & Panzer: Saishuushou Part 1,"['Military', 'School']",3059,496.0,8.06
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Mecha', 'Shounen']",2195,495.0,8.06
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",3074,494.0,8.06
227,FLCL,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",134,493.0,8.06
34438,Code Geass: Hangyaku no Lelouch I - Koudou,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Mecha', 'School']",1964,492.0,8.06
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","['Drama', 'Romance', 'School', 'Slice of Life']",477,491.0,8.06
2563,Aria The OVA: Arietta,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",2675,490.0,8.06
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"['Comedy', 'Shounen', 'Slice of Life']",3544,489.0,8.06
32995,Yuri!!! on Ice,"['Comedy', 'Sports']",230,488.0,8.07
1023,Wolf's Rain OVA,"['Sci-Fi', 'Adventure', 'Psychological', 'Supernatural', 'Drama']",1903,487.0,8.07
8063,Sekaiichi Hatsukoi OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",1876,486.0,8.07
33926,Quanzhi Gaoshou,"['Action', 'Game']",507,485.0,8.07
31490,One Piece Film: Gold,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",1295,484.0,8.07
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,"['Action', 'Sci-Fi', 'Mecha']",2960,483.0,8.07
27831,Durarara!!x2 Ten,"['Action', 'Mystery', 'Supernatural']",404,482.0,8.07
36896,Boku no Hero Academia the Movie 1: Futari no Hero,"['Action', 'Shounen', 'Super Power']",490,481.0,8.07
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"['Slice of Life', 'Supernatural', 'Drama']",653,480.0,8.07
1065,Touch,"['Sports', 'Romance', 'School', 'Drama', 'Slice of Life', 'Shounen']",3007,479.0,8.08
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,"['Comedy', 'Sports', 'School', 'Shounen']",2662,478.0,8.08
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2167,477.0,8.08
846,School Rumble Ni Gakki,"['Comedy', 'Romance', 'School', 'Shounen']",924,476.0,8.08
36885,Saenai Heroine no Sodatekata Fine,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",2210,505.0,8.06
8740,One Piece Film: Strong World Episode 0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",1793,475.0,8.08
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha', 'Shounen']",5844,474.0,8.08
81,Mobile Suit Gundam: The 08th MS Team,"['Military', 'Sci-Fi', 'Adventure', 'Drama', 'Romance', 'Mecha']",1803,473.0,8.08
5029,Major Movie: Yuujou no Winning Shot,"['Action', 'Sports', 'Shounen']",3684,472.0,8.08
16001,Kokoro Connect: Michi Random,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']",632,471.0,8.08
2076,Kindaichi Shounen no Jikenbo,"['Mystery', 'Shounen']",3459,470.0,8.08
9656,Kimi ni Todoke 2nd Season,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']",368,469.0,8.08
36963,IDOLiSH7 Vibrato,['Music'],5625,468.0,8.08
23289,Gekkan Shoujo Nozaki-kun,"['Comedy', 'Romance', 'School']",123,467.0,8.08
23199,Durarara!!x2 Shou,"['Action', 'Mystery', 'Supernatural']",305,465.0,8.08
4789,ef: A Tale of Melodies.,"['Mystery', 'Supernatural', 'Drama', 'Romance']",828,466.0,8.08
25879,Working!!!,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",699,464.0,8.09
1943,Paprika,"['Dementia', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Thriller']",333,463.0,8.09
37675,Overlord III,"['Action', 'Magic', 'Fantasy', 'Game', 'Supernatural']",273,462.0,8.09
7720,Ookiku Furikabutte: Natsu no Taikai-hen,"['Comedy', 'Seinen', 'Sports']",2469,461.0,8.09
1453,Maison Ikkoku,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Seinen']",2157,460.0,8.09
28725,Kokoro ga Sakebitagatterunda.,"['Drama', 'Romance', 'School']",619,459.0,8.09
6045,Kimi ni Todoke,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']",127,458.0,8.09
2004,Hanada Shounen-shi,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Seinen']",4324,457.0,8.09
6421,Fullmetal Alchemist: Brotherhood Specials,"['Military', 'Adventure', 'Drama', 'Magic', 'Fantasy', 'Shounen']",1036,456.0,8.09
31173,Akagami no Shirayuki-hime 2nd Season,"['Drama', 'Romance', 'Fantasy', 'Shoujo']",596,455.0,8.09
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']",74,453.0,8.1
32615,Youjo Senki,"['Action', 'Military', 'Magic']",192,454.0,8.1
16049,Toaru Kagaku no Railgun S,"['Action', 'Sci-Fi', 'Super Power']",473,452.0,8.1
35790,Tate no Yuusha no Nariagari,"['Action', 'Adventure', 'Drama', 'Fantasy']",128,451.0,8.1
2150,Tanoshii Muumin Ikka,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']",3768,450.0,8.1
535,Slayers Next,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy']",1807,449.0,8.1
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']",1495,448.0,8.1
30015,ReLIFE,"['Slice of Life', 'Romance', 'School']",116,447.0,8.1
31174,Osomatsu-san,"['Comedy', 'Parody']",957,446.0,8.1
20507,Noragami,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",16,445.0,8.1
851,Kyou kara Ore wa!!,"['Comedy', 'Shounen']",3419,444.0,8.1
12031,Kingdom,"['Action', 'Historical', 'Military', 'Seinen']",1134,443.0,8.1
153,Juuni Kokuki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",1105,442.0,8.1
9963,Detective Conan Movie 15: Quarter of Silence,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",2618,441.0,8.1
889,Black Lagoon,"['Action', 'Seinen']",111,440.0,8.1
21469,Stand By Me Doraemon,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",3565,439.0,8.11
12477,Sakasama no Patema,"['Adventure', 'Sci-Fi']",609,438.0,8.11
14713,Kamisama Hajimemashita,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",292,437.0,8.11
16,Hachimitsu to Clover,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",578,436.0,8.11
589,Ginga Nagareboshi Gin,"['Action', 'Adventure', 'Drama', 'Shounen']",3409,435.0,8.11
7465,Eve no Jikan (Movie),"['Sci-Fi', 'Slice of Life']",1144,434.0,8.11
1363,Detective Conan Movie 04: Captured in Her Eyes,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2198,433.0,8.11
4901,Black Lagoon: Roberta's Blood Trail,"['Action', 'Seinen']",649,431.0,8.11
781,Detective Conan Movie 03: The Last Wizard of the Century,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2110,432.0,8.11
6211,Tokyo Magnitude 8.0,['Drama'],559,430.0,8.12
39231,Qiang Shen Ji,"['Action', 'Sci-Fi']",10095,429.0,8.12
1486,Kodomo no Omocha (TV),"['Comedy', 'Drama', 'Romance', 'Shoujo']",2159,428.0,8.12
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Thriller']",707,427.0,8.12
72,Full Metal Panic? Fumoffu,"['Action', 'Comedy', 'School']",452,426.0,8.12
223,Dragon Ball,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",103,425.0,8.12
2164,Dennou Coil,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']",1020,424.0,8.12
1482,D.Gray-man,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Demons', 'Shounen']",136,423.0,8.12
1471,City Hunter 2,"['Action', 'Comedy', 'Mystery', 'Shounen']",3703,422.0,8.12
27663,Baby Steps 2nd Season,"['Sports', 'Romance', 'School', 'Shounen']",1599,421.0,8.12
4918,xxxHOLiC Shunmuki,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",1813,420.0,8.13
5365,Tsumiki no Ie,['Drama'],1523,419.0,8.13
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"['Comedy', 'Drama', 'Slice of Life']",5155,418.0,8.13
1914,Saiunkoku Monogatari 2nd Season,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Romance']",2514,417.0,8.13
302,Mirai Shounen Conan,"['Adventure', 'Drama', 'Sci-Fi']",2635,416.0,8.13
2034,Lovely★Complex,"['Comedy', 'Romance', 'Shoujo']",259,415.0,8.13
237,Koukyoushihen Eureka Seven,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",272,414.0,8.13
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,"['Magic', 'Adventure', 'Fantasy', 'Comedy', 'Supernatural']",753,413.0,8.13
33206,Kobayashi-san Chi no Maid Dragon,"['Slice of Life', 'Comedy', 'Fantasy']",119,412.0,8.13
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",4735,404.0,8.14
3167,Eve no Jikan,"['Sci-Fi', 'Slice of Life']",806,411.0,8.13
2759,Evangelion: 1.0 You Are (Not) Alone,"['Action', 'Mecha', 'Sci-Fi']",323,410.0,8.13
25013,Akatsuki no Yona,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']",174,409.0,8.13
11123,Sekaiichi Hatsukoi 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",1058,408.0,8.14
15059,Initial D Fifth Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",1570,407.0,8.14
1974,Glass no Kamen (2005),"['Drama', 'Shoujo']",2743,406.0,8.14
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",2890,405.0,8.14
16918,Gin no Saji,"['Comedy', 'School', 'Shounen', 'Slice of Life']",558,403.0,8.14
32005,Detective Conan Movie 20: The Darkest Nightmare,"['Action', 'Mystery', 'Police', 'Shounen']",3115,402.0,8.14
30370,Akatsuki no Yona OVA,"['Action', 'Comedy', 'Fantasy', 'Shoujo']",1471,401.0,8.14
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"['Comedy', 'Romance', 'School']",979,400.0,8.15
37430,Tensei shitara Slime Datta Ken,"['Fantasy', 'Shounen']",177,399.0,8.15
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"['Adventure', 'Sci-Fi', 'Shounen']",2253,398.0,8.15
23755,Nanatsu no Taizai,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",38,397.0,8.15
26117,Kokoroya,"['Kids', 'Psychological', 'Sci-Fi']",11749,394.0,8.15
3927,Mobile Suit Gundam 00 Second Season,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",989,396.0,8.15
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,"['Action', 'Sci-Fi', 'Mystery', 'Police', 'Psychological', 'Mecha', 'Seinen']",2467,395.0,8.15
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",2593,393.0,8.15
7791,K-On!!,"['Comedy', 'Music', 'School', 'Slice of Life']",216,391.0,8.15
12189,Hyouka,"['Mystery', 'School', 'Slice of Life']",72,390.0,8.15
7054,Kaichou wa Maid-sama!,"['Comedy', 'Romance', 'School', 'Shoujo']",79,392.0,8.15
135,Hikaru no Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']",1130,389.0,8.15
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"['Slice of Life', 'Comedy', 'School', 'Seinen']",4414,388.0,8.15
1364,Detective Conan Movie 05: Countdown to Heaven,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",2184,386.0,8.15
34440,Code Geass: Hangyaku no Lelouch III - Oudou,"['Action', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",2122,385.0,8.15
34437,Code Geass: Fukkatsu no Lelouch,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",763,384.0,8.15
24277,Yowamushi Pedal: Grande Road,"['Comedy', 'Drama', 'Shounen', 'Sports']",1226,383.0,8.16
5681,Summer Wars,"['Sci-Fi', 'Comedy']",253,382.0,8.16
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']",1909,381.0,8.16
721,Princess Tutu,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance']",1010,380.0,8.16
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",2092,379.0,8.16
14513,Magi: The Labyrinth of Magic,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",94,378.0,8.16
37514,Made in Abyss Movie 1: Tabidachi no Yoake,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2350,377.0,8.16
18679,Kill la Kill,"['Action', 'Comedy', 'Super Power', 'Ecchi', 'School']",30,375.0,8.16
16706,Kami nomi zo Shiru Sekai: Megami-hen,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Shounen']",455,374.0,8.16
31051,Kuroko no Basket: Saikou no Present Desu,"['Action', 'Sports', 'School', 'Shounen']",1836,376.0,8.16
3701,Kaiba,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']",1154,373.0,8.16
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"['Adventure', 'Drama', 'Music', 'Sci-Fi']",1926,372.0,8.16
186,Initial D Second Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",1097,371.0,8.16
12069,Hajime no Ippo: Boxer no Kobushi,"['Comedy', 'Drama', 'Shounen', 'Sports']",2446,370.0,8.16
8425,Gosick,"['Mystery', 'Historical', 'Drama', 'Romance']",245,387.0,8.15
37989,Golden Kamuy 2nd Season,"['Action', 'Adventure', 'Historical', 'Seinen']",1587,369.0,8.16
27833,Durarara!!x2 Ketsu,"['Action', 'Mystery', 'Supernatural']",438,368.0,8.16
6467,Detective Conan Movie 14: The Lost Ship in the Sky,"['Action', 'Mystery', 'Police', 'Shounen']",2355,367.0,8.16
1506,Detective Conan Movie 10: Requiem of the Detectives,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",2335,366.0,8.16
2167,Clannad,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']",45,365.0,8.16
2402,Ashita no Joe,"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']",2074,364.0,8.16
23283,Zankyou no Terror,"['Mystery', 'Psychological', 'Thriller']",84,363.0,8.17
1382,Yuusha-Ou GaoGaiGar Final,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",5024,362.0,8.17
28025,Tsukimonogatari,"['Mystery', 'Comedy', 'Supernatural', 'Ecchi']",415,361.0,8.17
1430,Lupin III: Cagliostro no Shiro,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",1612,360.0,8.17
31658,Kuroko no Basket Movie 4: Last Game,"['Sports', 'School', 'Shounen']",988,359.0,8.17
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,"['Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']",1374,358.0,8.17
239,Gankutsuou,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",671,357.0,8.17
27821,Fate/stay night: Unlimited Blade Works Prologue,"['Action', 'Fantasy', 'Magic', 'Supernatural']",560,356.0,8.17
18689,Diamond no Ace,"['Comedy', 'School', 'Shounen', 'Sports']",789,355.0,8.17
21419,Detective Conan Movie 18: The Sniper from Another Dimension,"['Action', 'Mystery', 'Police', 'Shounen']",2888,354.0,8.17
