uid,title,genre,popularity,ranked,score
10016,Kizuna Ichigeki,"['Martial Arts', 'Comedy']",5656,5538.0,6.61
13819,Kamiusagi Rope 2,"['Slice of Life', 'Comedy']",12752,12572.0,5.13
35007,Kamigami no Ki: Xmas Special,"['Comedy', 'Historical', 'Supernatural']",14255,12565.0,5.9
13831,Kamiusagi Rope 3 (ONA),"['Slice of Life', 'Comedy']",12990,12575.0,5.14
39406,Kaji no Akuruhi,['Kids'],16284,12556.0,8.33
35674,Jumbagi: Hanbandoui gongryong 3D,"['Adventure', 'Historical', 'Drama']",16238,12488.0,6.5
30764,Jibun no Mune ni te wo Atete,"['Drama', 'Kids']",15149,12465.0,5.23
11857,Judo Sanka,"['Sports', 'Shounen']",12191,12485.0,6.5
26299,Inamura no Hi (1989),"['Historical', 'Kids', 'Drama']",14988,12417.0,7.31
20079,Ijiwaru Baasan,"['Comedy', 'Slice of Life']",12976,12401.0,6.17
37931,I-O Data x Taka no Tsume,"['Comedy', 'Parody', 'Super Power']",13765,12385.0,5.55
38535,Huoli Shaonian Wang 3: Xuji,"['Game', 'Kids']",15707,12372.0,5.93
37642,Huan Jing Nuo De Lin,"['Action', 'Fantasy', 'Mecha']",14194,12367.0,6.19
34531,Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,['Comedy'],15874,12370.0,5.93
38507,Houkago no Thesaurus,"['Music', 'Dementia']",15775,12363.0,4.41
36378,Hotaru Koi,"['Music', 'Kids']",15555,12360.0,4.0
37070,Hoshi to Niji to,"['Kids', 'Music']",15667,12356.0,4.22
30161,Horoscope: Anata no Seiza,"['Music', 'Kids']",14582,12350.0,4.31
39089,Horizon,['Music'],15650,12349.0,4.93
18309,Hopiwa Chadolbawi,"['Action', 'Adventure', 'Historical', 'Shounen']",13739,12348.0,4.79
39123,Hong Mao Lan Tu: Konglong Shijie,['Kids'],16217,12332.0,5.33
37938,Hua Jianghu Zhi Huan Shi Men Sheng,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Mystery', 'Romance']",10446,5535.0,6.61
39122,Hong Mao Lan Tu: Kaixin Yike,['Kids'],16263,12331.0,5.73
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",8406,5534.0,6.61
3488,Genji Monogatari,"['Drama', 'Historical', 'Romance']",6157,5533.0,6.61
37860,Free!: Take Your Marks: Character Butai Aisatsu,['Comedy'],7310,5531.0,6.61
119,Final Approach,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",2569,5530.0,6.61
23499,Gakumon!: Ookami Shoujo wa Kujikenai,"['Comedy', 'School', 'Shounen']",7969,5532.0,6.61
365,Fake,"['Police', 'Comedy', 'Romance', 'Mystery', 'Shounen Ai']",3650,5528.0,6.61
7744,Fight Ippatsu! Juuden-chan!! Specials,"['Ecchi', 'Comedy']",5375,5529.0,6.61
225,Dragon Ball GT,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Magic', 'Fantasy', 'Shounen']",235,5526.0,6.61
6714,Dragon Ball Z: Atsumare! Gokuu World,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",3648,5527.0,6.61
6771,Dorimogu Daa!!,"['Adventure', 'Fantasy', 'Kids']",12041,5525.0,6.61
2645,Dorami & Doraemons: Space Land's Critical Event,"['Kids', 'Adventure', 'Fantasy', 'Comedy', 'Sci-Fi', 'Shounen']",10019,5524.0,6.61
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",9382,5523.0,6.61
33152,Detective Conan: City Exploration! Get the Animal Mark!,"['Mystery', 'Kids', 'School']",9398,5522.0,6.61
706,Comic Party Revolution,"['Comedy', 'Drama']",4771,5521.0,6.61
1348,Bubblegum Crash,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",4922,5520.0,6.61
39127,Hong Mao Lan Tu: Shuimo Donghua,['Kids'],16273,12340.0,5.11
39126,Hong Mao Lan Tu: Ni Wen Wo Da,['Kids'],16219,12337.0,5.5
39129,Hong Mao Lan Tu: Qi Xia Chuan,['Kids'],16163,12338.0,6.13
39140,Hong Mao Lan Tu: Qi Xia Waizhuan,['Kids'],16248,12339.0,5.44
39135,Hong Mao Lan Tu: Yongzhe Guilai,['Kids'],16255,12342.0,5.8
36314,Honou no Senshi: Firegirl,"['Kids', 'Sci-Fi']",16029,12345.0,6.8
35627,Honoo no Alpenrose: Sweet Memory Ongaku-hen,"['Drama', 'Historical', 'Music', 'Romance', 'Shoujo']",14111,12344.0,5.38
32294,Ai (ONA),['Romance'],7810,11478.0,2.5700000000000003
34704,Hashi no Ue no Ookami,['Kids'],15901,12228.0,6.58
38324,Haru wo Yobu Yume,"['Kids', 'Music']",15840,12225.0,4.57
35078,Mitsuboshi Colors,"['Slice of Life', 'Comedy', 'Shounen']",1678,1800.0,7.48
103,Akazukin Chacha,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",4227,1849.0,7.46
39132,Hong Mao Lan Tu: Huo Feng Huang,['Kids'],16216,12330.0,5.46
23675,Hi no Tori: Kizuna-hen,"['Fantasy', 'Kids']",12139,12273.0,7.03
17671,Animal 1,['Sports'],11886,11530.0,6.34
2553,Flanders no Inu,"['Drama', 'Historical', 'Slice of Life']",6093,1899.0,7.45
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"['Fantasy', 'Magic', 'Shounen']",1677,1897.0,7.45
3952,Blue Seed 1.5,"['Comedy', 'Romance', 'Sci-Fi']",8168,5519.0,6.61
5082,Battle Spirits: Shounen Toppa Bashin,"['Game', 'Shounen']",7732,5518.0,6.61
34299,Digimon Adventure tri. 4: Soushitsu,"['Action', 'Adventure', 'Comedy', 'Drama']",2264,1895.0,7.45
9786,Detective Conan: Conan vs. Kid - Jet Black Sniper,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",6621,1894.0,7.45
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"['Sci-Fi', 'Comedy', 'Seinen']",8127,1891.0,7.45
375,Bannou Bunka Neko-Musume (1998),"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Seinen']",5554,5517.0,6.61
4186,Chrome Shelled Regios,"['Action', 'Adventure', 'Fantasy', 'School', 'Sci-Fi']",712,1890.0,7.45
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,"['Action', 'Ecchi', 'Comedy', 'Shoujo Ai']",2582,5515.0,6.61
31387,Aru Hi Inu no Kuni kara Tegami ga Kite,"['Drama', 'Shoujo']",7576,5516.0,6.61
1143,.hack//Intermezzo,"['Adventure', 'Fantasy', 'Game', 'Magic', 'Mystery', 'Sci-Fi']",3204,5514.0,6.61
68,Black Cat,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power']",525,1888.0,7.45
36762,Xue Se Cang Qiong,"['Action', 'Adventure', 'Mystery', 'Horror', 'Thriller', 'Fantasy']",8549,5513.0,6.62
8756,Bishoujo Senshi Sailor Moon Memorial,"['Demons', 'Magic', 'Romance', 'Shoujo']",4099,1887.0,7.45
38824,Baby I Love You Daze,"['Music', 'Romance']",7129,1886.0,7.45
5244,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",3894,1885.0,7.45
37564,Wo De Ni Tian Shen Qi,"['Adventure', 'Comedy', 'Supernatural', 'Magic', 'Romance', 'Fantasy']",4884,5512.0,6.62
11759,Accel World,"['Action', 'Game', 'Sci-Fi', 'Romance', 'School']",124,1883.0,7.45
1130,Windaria,"['Action', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",5108,5511.0,6.62
1195,Zero no Tsukaima,"['Action', 'Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'School']",109,1882.0,7.46
36951,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",3893,1881.0,7.46
560,Soukyuu no Fafner: Right of Left - Single Program,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",3988,1880.0,7.46
8726,Soredemo Machi wa Mawatteiru,"['Slice of Life', 'Comedy', 'Seinen']",2056,1879.0,7.46
4720,White Album,"['Drama', 'Harem', 'Music', 'Romance']",1338,5510.0,6.62
2216,Shigurui,"['Action', 'Historical', 'Psychological', 'Drama', 'Martial Arts', 'Samurai', 'Seinen']",1356,1878.0,7.46
6883,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"['Fantasy', 'Comedy', 'Supernatural']",6704,5509.0,6.62
5355,Sengoku Basara,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']",885,1877.0,7.46
3963,Turn A Gundam I Movie: Earth Light,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",6648,5508.0,6.62
2284,Transformers: Car Robots,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",6694,5507.0,6.62
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,['Mystery'],737,1876.0,7.46
2105,Touka Gettan,"['Supernatural', 'Drama', 'Romance']",3502,5506.0,6.62
23439,Toki wa Meguru: Tokyo Station,['Slice of Life'],6269,5505.0,6.62
34494,Sakura Quest,"['Slice of Life', 'Comedy']",1074,1875.0,7.46
16123,Saki Zenkoku-hen,"['Game', 'School', 'Slice of Life']",2777,1874.0,7.46
32834,Gra-P & Rodeo: Band wo P,"['Music', 'Comedy']",14500,12149.0,5.0
24093,Gorillaman,"['Comedy', 'School', 'Seinen']",12170,12146.0,6.53
26105,"Gomen ne, Mii-chan","['Drama', 'Kids']",15089,12138.0,7.15
36352,Gomen yo! Wanwan,"['Music', 'Kids']",15734,12139.0,4.65
36310,Gomen ne Chitchi,['Kids'],16040,12137.0,5.45
38348,Gift±,"['Horror', 'Seinen']",11036,12106.0,6.63
39414,Gegege no Kitarou: Tamashii to Art,"['Demons', 'Shounen', 'Supernatural']",10189,12085.0,6.58
32835,Ganbare!! Tabuchi-kun!!,"['Comedy', 'Sports']",13737,12075.0,5.54
34892,Gakuen Senki Muryou Recap,['Adventure'],13849,12053.0,5.74
10723,Sojunghan Nal-ui Kkum,"['Comedy', 'Drama', 'Romance']",8766,5504.0,6.62
5594,Fuusen no Doratarou,['Kids'],13304,12039.0,5.91
28283,Sengoku Musou,"['Action', 'Historical', 'Samurai']",3359,5503.0,6.62
564,Puni Puni☆Poemii,"['Comedy', 'Magic', 'Sci-Fi', 'Shounen']",2701,5502.0,6.62
32359,Pokemon XY&Z: Subete no Nazo wo Tokiakase!,"['Action', 'Adventure', 'Fantasy', 'Kids']",7360,5501.0,6.62
23343,Futari no Oujisama,"['Fantasy', 'Slice of Life']",13198,12033.0,6.03
35611,FunaQ: Funassyi to Soutai-kun,['Slice of Life'],15382,12014.0,4.95
39223,Fei Ren Xueyuan,"['Action', 'Game']",14950,11990.0,5.39
39404,Doubutsu Mura no Jishin Youjin: Hi no Youjin,['Kids'],16233,11932.0,5.83
26301,Donguri to Yamaneko (1995),"['Demons', 'Drama', 'Kids']",14517,11919.0,5.52
39754,Di Ling Qu,[],14984,11889.0,6.13
26291,Boku no Diet Daisakusen,"['Kids', 'Drama']",14845,11655.0,5.35
29886,Bogeul Bogeul Bomulseon,"['Adventure', 'Fantasy']",14003,11652.0,5.71
19547,Beompeoking Jaepeo,"['Action', 'Cars']",13131,11635.0,4.55
36611,Bary-san no Shokoku Manyuuki,['Comedy'],14785,11623.0,4.37
34227,Belle to Kaijuu Ouji,"['Historical', 'Kids', 'Fantasy']",15026,11632.0,6.32
24875,Barnacle Lou,['Kids'],14171,11621.0,5.72
3832,Rebirth Moon Divergence,"['Action', 'Fantasy']",10904,11356.0,4.25
23051,Ga no Iru Tokoro,['Dementia'],10420,11331.0,4.36
4934,A.F,"['Action', 'Sci-Fi', 'Space', 'Mecha']",9660,11314.0,4.42
8751,Kaijuu no Ballad,"['Music', 'Comedy', 'Fantasy']",11623,10988.0,4.92
8958,Potecco Babies,['Comedy'],12211,10762.0,5.08
402,Otogi Juushi Akazukin OVA,"['Adventure', 'Comedy', 'Magic', 'Fantasy']",8842,5499.0,6.62
37377,Masamune-kun no Revenge OVA,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",2141,5498.0,6.62
2911,Kyoushirou to Towa no Sora Specials,"['Drama', 'Magic', 'Romance', 'Shounen']",5865,5497.0,6.62
9754,Kuragehime: Eiyuu Retsuden☆,"['Slice of Life', 'Comedy', 'Josei']",3966,5496.0,6.62
35076,Juuni Taisen,['Action'],587,5494.0,6.62
19687,Kuiba II: Dazhan Yuan Yang Jie,"['Action', 'Adventure', 'Kids', 'Fantasy']",11726,5495.0,6.62
6087,Jetter Mars,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",10075,5493.0,6.62
38677,Guomin Laogong Dai Huijia 4th Season,"['Drama', 'Romance']",8911,5491.0,6.62
4808,Hurricane Polymar,"['Action', 'Adventure', 'Police', 'Sci-Fi', 'Super Power']",8678,5492.0,6.62
39674,Gundam vs Hello Kitty,"['Sci-Fi', 'Space', 'Comedy', 'Kids', 'Fantasy', 'Mecha']",9137,5490.0,6.62
16199,Girls & Panzer: Shoukai Shimasu!,"['Military', 'School']",3634,5489.0,6.62
33222,Fudanshi Koukou Seikatsu,"['Slice of Life', 'Comedy', 'School', 'Shoujo']",2001,5488.0,6.62
3023,Esper Mami,"['Comedy', 'Ecchi', 'Magic', 'School', 'Super Power', 'Supernatural']",9065,5487.0,6.62
2641,Doraemon: It's Winter!,"['Kids', 'Adventure', 'Fantasy', 'Comedy', 'Shounen']",9502,5486.0,6.62
5618,Dokonjou Gaeru,"['Slice of Life', 'Comedy', 'Shounen']",9681,5485.0,6.62
40156,Digimon Survive: Prologue Movie,"['Mystery', 'Fantasy', 'School']",6353,5484.0,6.62
34324,Chiryokumaru,['Action'],8166,10711.0,5.13
30330,Utsukushii Hoshi,['Dementia'],12556,10707.0,5.14
32557,Zombie Clay Animation: I'm Stuck!!,"['Comedy', 'Horror']",13384,10438.0,5.28
38367,Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,['Comedy'],9173,10376.0,5.31
6318,Kigurumikku V3,"['Comedy', 'Ecchi', 'Magic', 'Mecha', 'Parody']",8501,10371.0,5.31
29587,Home My Home,"['Music', 'Kids']",12904,10368.0,5.31
32521,Super Mario World: Mario to Yoshi no Bouken Land,"['Game', 'Comedy', 'Kids']",10007,10208.0,5.39
17697,Neon The Animation,"['Slice of Life', 'Comedy', 'Historical', 'Police', 'Mecha']",10490,9896.0,5.5
32950,RS Keikaku: Rebirth Storage,['Mecha'],5513,9765.0,5.55
5232,Ninja Bugei-chou,['Action'],9334,9761.0,5.55
32845,Ishitsubutsu Toriatsukaijo,"['Drama', 'Music']",13703,9755.0,5.55
2058,Delpower X Bakuhatsu Miracle Genki!,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Mecha', 'School']",9584,9681.0,5.57
503,Eien no Aselia,"['Adventure', 'Drama', 'Fantasy']",6453,9683.0,5.57
24869,Aoi Umi to Shounen,['Slice of Life'],12850,9677.0,5.57
12501,Ai Mai! Moe Can Change!,"['Comedy', 'Sci-Fi']",5292,9676.0,5.57
37769,Aguu: Tensai Ningyou,"['Action', 'Drama', 'Supernatural']",5589,9675.0,5.57
30127,Danchigai,"['Comedy', 'Slice of Life']",1475,5482.0,6.62
1758,Di Gi Charat Tsuyu Specials,['Comedy'],8835,5483.0,6.62
2696,Crusher Joe OVA,"['Action', 'Sci-Fi', 'Adventure']",7748,5480.0,6.62
38629,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,"['Comedy', 'Seinen']",10347,5479.0,6.62
35988,Dame x Prince Anime Caravan,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",3403,5481.0,6.62
33360,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,"['Military', 'Comedy']",5653,5478.0,6.62
5266,Choujuu Kishin Dancougar: God Bless Dancougar,"['Action', 'Mecha', 'Sci-Fi']",9255,5477.0,6.62
11103,Busou Shinki Moon Angel,"['Action', 'Sci-Fi']",4120,5475.0,6.62
370,Burn Up Excess,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Police', 'Sci-Fi', 'Shounen']",4666,5474.0,6.62
30573,Break Blade: Virgins War,['Action'],6665,5473.0,6.62
32311,Beautiful World,"['Action', 'Drama', 'Mecha', 'Music', 'Sci-Fi']",6119,5472.0,6.62
3874,Ashita e Free Kick,['Sports'],8611,5471.0,6.62
1998,Amazing Nuts!,"['Adventure', 'Police', 'Romance', 'Music', 'Sci-Fi']",4812,5470.0,6.62
11755,009 Re:Cyborg,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",3978,5468.0,6.62
37969,Youkai Watch Movie 5: Forever Friends,"['Comedy', 'Demons', 'Kids', 'Supernatural']",10077,5467.0,6.63
32338,Yes! BanG_Dream!,['Music'],7727,5466.0,6.63
38789,One Room 2nd Season Special,['Ecchi'],7104,9660.0,5.58
8108,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"['Adventure', 'Comedy', 'Kids']",8762,5465.0,6.63
5143,Tokusou Kihei Dorvack,"['Action', 'Mecha', 'Sci-Fi']",10014,5464.0,6.63
34532,Terra Formars: Earth-hen,"['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen']",5063,5462.0,6.63
2010,Taiho Shichau zo in America,"['Action', 'Comedy', 'Police', 'Shounen']",6591,5461.0,6.63
27891,Sword Art Online II: Debriefing,"['Action', 'Adventure', 'Fantasy', 'Game']",1491,5460.0,6.63
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"['Comedy', 'Romance', 'School', 'Shoujo Ai']",4685,5459.0,6.63
2180,Slow Step,"['Slice of Life', 'Comedy', 'Sports', 'Romance', 'School', 'Shoujo']",7819,5458.0,6.63
25867,Rolling☆Girls,"['Action', 'Adventure', 'Slice of Life', 'Super Power']",1519,5456.0,6.63
13619,Sayonara Zetsubou Sensei Special Omake,"['Comedy', 'Parody', 'School']",5704,5457.0,6.63
37507,Red,"['Sci-Fi', 'Music', 'Psychological']",7605,5455.0,6.63
4069,Pucca (ONA),"['Comedy', 'Romance']",5203,5454.0,6.63
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",4349,5453.0,6.63
37778,Pastel Life,"['Music', 'Slice of Life']",6474,5452.0,6.63
24705,"Ore, Twintail ni Narimasu.","['Action', 'Comedy', 'Romance', 'Fantasy', 'School', 'Shounen']",1011,5451.0,6.63
9774,Morita-san wa Mukuchi,"['Comedy', 'School', 'Slice of Life']",4770,5449.0,6.63
12503,Mirai Nikki (TV): Ura Mirai Nikki,"['Action', 'Comedy', 'Supernatural']",2021,5448.0,6.63
20999,Mini Van Special,"['Game', 'Slice of Life', 'Comedy', 'Parody']",10407,5447.0,6.63
9818,McDull: Boluo You Wang Zi,['Comedy'],13516,5446.0,6.63
32730,Love Live! x Watering KissMint Collaboration CM,['Music'],6164,5445.0,6.63
7540,Kurogane no Linebarrels Specials,"['Action', 'Ecchi', 'Comedy', 'Mecha']",6041,5444.0,6.63
39589,Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,"['Action', 'Military', 'Adventure']",8627,5443.0,6.63
18989,Koukaku Kidoutai Arise: Another Mission,"['Action', 'Sci-Fi', 'Police', 'Mecha']",4468,5442.0,6.63
1067,Kishin Houkou Demonbane (TV),"['Action', 'Harem', 'Magic', 'Romance', 'Ecchi', 'Mecha']",2498,5441.0,6.63
863,Joshikousei: Girl's High,"['Comedy', 'Drama', 'Ecchi', 'School', 'Slice of Life']",2616,5440.0,6.63
30030,Jewelpet Magical Change,"['Comedy', 'Fantasy', 'Magic', 'Shoujo']",8244,5439.0,6.63
9001,Je T'aime,['Sci-Fi'],5578,5438.0,6.63
22123,Inugami-san to Nekoyama-san,"['Comedy', 'School', 'Shoujo Ai']",1761,5437.0,6.63
9495,Inochi no Chikyuu: Dioxin no Natsu,['Drama'],10372,5436.0,6.62
5276,Happy Happy Clover,"['Comedy', 'Fantasy', 'Kids', 'Shoujo']",9473,5435.0,6.63
1706,Gun Frontier,"['Action', 'Adventure', 'Drama', 'Historical', 'Sci-Fi', 'Seinen']",4960,5434.0,6.63
33783,Godzilla 1: Kaijuu Wakusei,"['Action', 'Adventure', 'Sci-Fi']",2222,5433.0,6.63
34481,Getsuyoubi no Tawawa Specials,"['Slice of Life', 'Ecchi']",3358,5431.0,6.63
973,Glass no Kantai: La Legende du Vent de l'Univers,"['Adventure', 'Sci-Fi']",4375,5432.0,6.63
22053,Gakkou no Kaidan (OVA),"['Comedy', 'Horror', 'Mystery', 'Supernatural']",9970,5430.0,6.63
29231,Fushigiboshi no☆Futagohime Gyu! Recap,"['Comedy', 'Magic', 'Shoujo']",11023,5429.0,6.63
19009,DS Anime Soushuuhen '98,"['Comedy', 'Fantasy']",11552,5428.0,6.63
987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",1918,5427.0,6.63
1187,DNA² OVA,"['Comedy', 'Drama', 'Sci-Fi']",4314,5426.0,6.63
12347,Dirty Pair Flash 3,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Police']",7533,5425.0,6.63
34314,Crayon Shin-chan Gaiden: Omocha Wars,"['Action', 'Comedy', 'Ecchi', 'Seinen']",10154,5424.0,6.63
1676,Cosmo Warrior Zero,"['Action', 'Adventure', 'Military', 'Sci-Fi', 'Space']",6375,5423.0,6.63
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"['Adventure', 'Comedy', 'Demons', 'Historical', 'Supernatural']",4402,5422.0,6.63
9706,Canaan: Minorikawa Report 201X Shanghai,"['Action', 'Seinen']",5056,5421.0,6.63
5252,One Piece: Romance Dawn Story,"['Action', 'Fantasy', 'Comedy', 'Super Power', 'Shounen']",2488,1873.0,7.46
20221,Minami-ke Natsuyasumi,"['Comedy', 'Slice of Life']",3763,1872.0,7.46
520,Marmalade Boy Movie,"['Romance', 'Shoujo']",4851,1871.0,7.46
1878,Kaze no Shoujo Emily,"['Historical', 'Drama', 'Shoujo']",5943,1870.0,7.46
33241,Honobono Log,"['Slice of Life', 'Romance']",2243,1868.0,7.46
9938,Ikoku Meiro no Croisée The Animation,"['Slice of Life', 'Historical', 'Seinen']",1940,1869.0,7.46
6399,Higashi no Eden: Falling Down,['Music'],3973,1867.0,7.46
4061,Grimm Masterpiece Theater II,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",8238,1866.0,7.46
38710,Golden Kamuy 2nd Season OVA,"['Action', 'Adventure', 'Historical', 'Seinen']",4605,1865.0,7.46
242,Gokusen,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Josei']",2544,1864.0,7.46
23311,Garo: Honoo no Kokuin,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",1060,1863.0,7.46
10703,Detective Conan OVA 11: A Secret Order from London,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",4518,1861.0,7.46
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1361,1862.0,7.46
406,Buzzer Beater,"['Shounen', 'Sports']",4139,5420.0,6.63
2288,Akihabara Dennou-gumi,"['Adventure', 'Mecha', 'Sci-Fi', 'Shoujo']",5598,5419.0,6.63
155,X/1999,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",2641,5417.0,6.64
744,Trouble Chocolate,"['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",6377,5416.0,6.64
497,Yami to Boushi to Hon no Tabibito,"['Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Mystery', 'Shoujo Ai']",2959,5418.0,6.64
472,To Heart,"['Drama', 'Harem', 'Romance', 'School', 'Slice of Life']",3129,5415.0,6.64
35081,The iDOLM@STER Million Live! 4th Anniversary PV,"['Comedy', 'Music', 'Slice of Life']",8767,5414.0,6.64
38610,Tejina-senpai,"['Comedy', 'Ecchi', 'School', 'Seinen']",1047,5413.0,6.64
9494,Soukyuu no Fafner: Arcadian Memory,"['Action', 'Military', 'Sci-Fi', 'Drama', 'Mecha']",7511,5412.0,6.64
27741,Shounen Hollywood: Holly Stage for 50,"['Music', 'Slice of Life', 'Shoujo']",5703,5411.0,6.64
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,"['Mecha', 'Sports']",12327,5410.0,6.64
37152,Shaonian Jinyiwei 2nd Season,"['Adventure', 'Mystery', 'Historical', 'Romance', 'Martial Arts']",12656,5409.0,6.64
36644,Shaonian Jinyiwei,"['Adventure', 'Mystery', 'Historical', 'Romance', 'Martial Arts', 'Shounen']",11045,5408.0,6.64
17641,Date A Live: Date to Date,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'School']",944,1860.0,7.46
24655,Date A Live Movie: Mayuri Judgment,"['Harem', 'Romance', 'Sci-Fi']",1030,1859.0,7.46
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"['Slice of Life', 'Comedy', 'Romance', 'Seinen']",483,1858.0,7.46
22839,Cross Road,"['Slice of Life', 'School']",2040,1857.0,7.46
25731,Cross Ange: Tenshi to Ryuu no Rondo,"['Action', 'Mecha', 'Sci-Fi']",855,1856.0,7.46
1475,City Hunter: Bay City Wars,"['Action', 'Comedy', 'Mystery', 'Shounen']",5936,1855.0,7.46
4138,Chiisana Penguin Lolo no Bouken,"['Adventure', 'Drama', 'Fantasy', 'Kids', 'Slice of Life']",7784,1854.0,7.46
3076,Bishoujo Senshi Sailor Moon SuperS Specials,"['Magic', 'Romance', 'Shoujo']",3516,1853.0,7.46
1327,Aoki Densetsu Shoot!,"['Action', 'Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']",4319,1851.0,7.46
18893,Aoki Hagane no Arpeggio: Ars Nova,"['Action', 'Sci-Fi', 'Seinen']",938,1852.0,7.46
10308,Sengoku Otome: Momoiro Paradox,"['Action', 'Comedy', 'Historical', 'Samurai', 'Sci-Fi', 'Super Power']",2304,5407.0,6.64
34839,Sanrio Danshi,"['Slice of Life', 'Drama', 'School']",2644,5406.0,6.64
13517,Ryuugajou Nanana no Maizoukin,"['Comedy', 'Supernatural']",4246,5405.0,6.64
14921,RDG: Red Data Girl,"['Fantasy', 'Magic']",1214,5404.0,6.64
8456,Queen's Blade: Utsukushiki Toushi-tachi,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",3557,5403.0,6.64
21707,Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,"['Music', 'Shoujo', 'Sports']",8731,5402.0,6.64
30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,"['Music', 'Magic', 'Fantasy', 'Shoujo']",9307,5401.0,6.64
33271,Nanocore 2nd Season,"['Action', 'Sci-Fi']",10950,5396.0,6.64
36569,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,"['Comedy', 'Parody']",6505,5395.0,6.64
